value,name,bgg_id,date,type,classification
Targeted Clues,Phantom Ink,330592,1/2/2024,classification,boardgamemechanic
Team-Based Game,Phantom Ink,330592,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,A Handful of Stars,197320,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",A Handful of Stars,197320,1/2/2024,classification,boardgamemechanic
Hand Management,A Handful of Stars,197320,1/2/2024,classification,boardgamemechanic
Modular Board,A Handful of Stars,197320,1/2/2024,classification,boardgamemechanic
Network and Route Building,A Handful of Stars,197320,1/2/2024,classification,boardgamemechanic
Open Drafting,A Handful of Stars,197320,1/2/2024,classification,boardgamemechanic
Point to Point Movement,A Handful of Stars,197320,1/2/2024,classification,boardgamemechanic
Closed Drafting,Herbaceous Sprouts,244099,1/2/2024,classification,boardgamemechanic
Dice Rolling,Herbaceous Sprouts,244099,1/2/2024,classification,boardgamemechanic
Open Drafting,Herbaceous Sprouts,244099,1/2/2024,classification,boardgamemechanic
Push Your Luck,Herbaceous Sprouts,244099,1/2/2024,classification,boardgamemechanic
Set Collection,Herbaceous Sprouts,244099,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Herbaceous Sprouts,244099,1/2/2024,classification,boardgamemechanic
Team-Based Game,Herbaceous Sprouts,244099,1/2/2024,classification,boardgamemechanic
Automatic Resource Growth,Atiwa,362452,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Atiwa,362452,1/2/2024,classification,boardgamemechanic
Modular Board,Atiwa,362452,1/2/2024,classification,boardgamemechanic
Turn Order: Claim Action,Atiwa,362452,1/2/2024,classification,boardgamemechanic
Worker Placement,Atiwa,362452,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Balderdash,163,1/2/2024,classification,boardgamemechanic
Voting,Balderdash,163,1/2/2024,classification,boardgamemechanic
Dice Rolling,Marvel Dice Throne: Captain Marvel v. Black Panther,360061,1/2/2024,classification,boardgamemechanic
Player Elimination,Ca$h 'n Gun$,19237,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Ca$h 'n Gun$,19237,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Ca$h 'n Gun$,19237,1/2/2024,classification,boardgamemechanic
Worker Placement,Demon Worker,216856,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,Wizard,1465,1/2/2024,classification,boardgamemechanic
Hand Management,Wizard,1465,1/2/2024,classification,boardgamemechanic
Predictive Bid,Wizard,1465,1/2/2024,classification,boardgamemechanic
Trick-taking,Wizard,1465,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,Das Motorsportspiel,541,1/2/2024,classification,boardgamemechanic
Simulation,Das Motorsportspiel,541,1/2/2024,classification,boardgamemechanic
Events,Catapult Feud,310789,1/2/2024,classification,boardgamemechanic
Movement Template,Catapult Feud,310789,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Dreamblade,22897,1/2/2024,classification,boardgamemechanic
Dice Rolling,Dreamblade,22897,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Namiji,275215,1/2/2024,classification,boardgamemechanic
Set Collection,Namiji,275215,1/2/2024,classification,boardgamemechanic
Turn Order: Time Track,Namiji,275215,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Namiji,275215,1/2/2024,classification,boardgamemechanic
Acting,Inhuman Conditions,261403,1/2/2024,classification,boardgamemechanic
Elapsed Real Time Ending,Inhuman Conditions,261403,1/2/2024,classification,boardgamemechanic
Hidden Roles,Inhuman Conditions,261403,1/2/2024,classification,boardgamemechanic
Pattern Recognition,Inhuman Conditions,261403,1/2/2024,classification,boardgamemechanic
Role Playing,Inhuman Conditions,261403,1/2/2024,classification,boardgamemechanic
Storytelling,Inhuman Conditions,261403,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,The Napoleonic Wars,3409,1/2/2024,classification,boardgamemechanic
Point to Point Movement,The Napoleonic Wars,3409,1/2/2024,classification,boardgamemechanic
Open Drafting,Ca$h 'n Guns: Second Edition,155362,1/2/2024,classification,boardgamemechanic
Player Elimination,Ca$h 'n Guns: Second Edition,155362,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Ca$h 'n Guns: Second Edition,155362,1/2/2024,classification,boardgamemechanic
Take That,Ca$h 'n Guns: Second Edition,155362,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Ca$h 'n Guns: Second Edition,155362,1/2/2024,classification,boardgamemechanic
Cooperative Game,Escape Tales: Children of Wyrmwoods,299800,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Eschaton,206299,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Eschaton,206299,1/2/2024,classification,boardgamemechanic
Hand Management,Eschaton,206299,1/2/2024,classification,boardgamemechanic
Open Drafting,Eschaton,206299,1/2/2024,classification,boardgamemechanic
Cooperative Game,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Deduction,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Grid Movement,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Hidden Movement,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Team-Based Game,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Mind MGMT: The Psychic Espionage “Game.”,284653,1/2/2024,classification,boardgamemechanic
Hand Management,Bohnanza: The Duel,205867,1/2/2024,classification,boardgamemechanic
Pattern Building,Bohnanza: The Duel,205867,1/2/2024,classification,boardgamemechanic
Set Collection,Bohnanza: The Duel,205867,1/2/2024,classification,boardgamemechanic
Trading,Bohnanza: The Duel,205867,1/2/2024,classification,boardgamemechanic
Action Points,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Cooperative Game,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Dice Rolling,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Legacy Game,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Modular Board,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Storytelling,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Arkeis,275284,1/2/2024,classification,boardgamemechanic
Dice Rolling,HeroQuest Advanced Quest,22192,1/2/2024,classification,boardgamemechanic
Modular Board,HeroQuest Advanced Quest,22192,1/2/2024,classification,boardgamemechanic
Role Playing,HeroQuest Advanced Quest,22192,1/2/2024,classification,boardgamemechanic
Team-Based Game,HeroQuest Advanced Quest,22192,1/2/2024,classification,boardgamemechanic
Variable Player Powers,HeroQuest Advanced Quest,22192,1/2/2024,classification,boardgamemechanic
Dice Rolling,Tunisia,4204,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Tunisia,4204,1/2/2024,classification,boardgamemechanic
Simulation,Tunisia,4204,1/2/2024,classification,boardgamemechanic
Deck Construction,Ortus Regni,159469,1/2/2024,classification,boardgamemechanic
Player Elimination,Ortus Regni,159469,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Key Market,78733,1/2/2024,classification,boardgamemechanic
Area Movement,Key Market,78733,1/2/2024,classification,boardgamemechanic
Hand Management,Key Market,78733,1/2/2024,classification,boardgamemechanic
Market,Key Market,78733,1/2/2024,classification,boardgamemechanic
Modular Board,Key Market,78733,1/2/2024,classification,boardgamemechanic
Tile Placement,Key Market,78733,1/2/2024,classification,boardgamemechanic
Worker Placement,Key Market,78733,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Command Cards,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Cooperative Game,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Income,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Investment,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Turn Order: Claim Action,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Worker Placement,The Great Wall,292375,1/2/2024,classification,boardgamemechanic
"Worker Placement, Different Worker Types",The Great Wall,292375,1/2/2024,classification,boardgamemechanic
Acting,Dixit: Journey,121288,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Dixit: Journey,121288,1/2/2024,classification,boardgamemechanic
Storytelling,Dixit: Journey,121288,1/2/2024,classification,boardgamemechanic
Targeted Clues,Dixit: Journey,121288,1/2/2024,classification,boardgamemechanic
Voting,Dixit: Journey,121288,1/2/2024,classification,boardgamemechanic
Area Movement,Margraves of Valeria,275974,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Margraves of Valeria,275974,1/2/2024,classification,boardgamemechanic
Worker Placement,Margraves of Valeria,275974,1/2/2024,classification,boardgamemechanic
Action/Event,The Golden Ticket Game,342010,1/2/2024,classification,boardgamemechanic
Finale Ending,The Golden Ticket Game,342010,1/2/2024,classification,boardgamemechanic
Hand Management,The Golden Ticket Game,342010,1/2/2024,classification,boardgamemechanic
Open Drafting,The Golden Ticket Game,342010,1/2/2024,classification,boardgamemechanic
Set Collection,The Golden Ticket Game,342010,1/2/2024,classification,boardgamemechanic
Dice Rolling,Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),4192,1/2/2024,classification,boardgamemechanic
Line of Sight,Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),4192,1/2/2024,classification,boardgamemechanic
Modular Board,Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),4192,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),4192,1/2/2024,classification,boardgamemechanic
Cooperative Game,1942 USS Yorktown,279307,1/2/2024,classification,boardgamemechanic
Dice Rolling,1942 USS Yorktown,279307,1/2/2024,classification,boardgamemechanic
Elapsed Real Time Ending,1942 USS Yorktown,279307,1/2/2024,classification,boardgamemechanic
Real-Time,1942 USS Yorktown,279307,1/2/2024,classification,boardgamemechanic
Alliances,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Hand Management,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Open Drafting,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Race,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Take That,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Turn Order: Stat-Based,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Variable Player Powers,A Game of Thrones: The Card Game (Second Edition),169255,1/2/2024,classification,boardgamemechanic
Area Movement,Terror in Meeple City,97903,1/2/2024,classification,boardgamemechanic
Flicking,Terror in Meeple City,97903,1/2/2024,classification,boardgamemechanic
Set Collection,Terror in Meeple City,97903,1/2/2024,classification,boardgamemechanic
Stacking and Balancing,Terror in Meeple City,97903,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Terror in Meeple City,97903,1/2/2024,classification,boardgamemechanic
Action Points,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Action Queue,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Dice Rolling,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Grid Movement,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Player Elimination,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Push Your Luck,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Circus Maximus,244,1/2/2024,classification,boardgamemechanic
Closed Drafting,Beer & Bread,369880,1/2/2024,classification,boardgamemechanic
Highest-Lowest Scoring,Beer & Bread,369880,1/2/2024,classification,boardgamemechanic
Multi-Use Cards,Beer & Bread,369880,1/2/2024,classification,boardgamemechanic
Pattern Recognition,La Morada Maldita,326908,1/2/2024,classification,boardgamemechanic
Real-Time,La Morada Maldita,326908,1/2/2024,classification,boardgamemechanic
Speed Matching,La Morada Maldita,326908,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Communication Limits,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Hand Management,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Map Reduction,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Team-Based Game,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Turn Order: Pass Order,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Variable Set-up,The King Is Dead,172996,1/2/2024,classification,boardgamemechanic
Auction: Turn Order Until Pass,Taj Mahal,475,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Taj Mahal,475,1/2/2024,classification,boardgamemechanic
Hand Management,Taj Mahal,475,1/2/2024,classification,boardgamemechanic
Network and Route Building,Taj Mahal,475,1/2/2024,classification,boardgamemechanic
Open Drafting,Taj Mahal,475,1/2/2024,classification,boardgamemechanic
Set Collection,Taj Mahal,475,1/2/2024,classification,boardgamemechanic
Action Points,Yggdrasil,71671,1/2/2024,classification,boardgamemechanic
Cooperative Game,Yggdrasil,71671,1/2/2024,classification,boardgamemechanic
Dice Rolling,Yggdrasil,71671,1/2/2024,classification,boardgamemechanic
Set Collection,Yggdrasil,71671,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Yggdrasil,71671,1/2/2024,classification,boardgamemechanic
Hand Management,Timbuktu,691,1/2/2024,classification,boardgamemechanic
Memory,Timbuktu,691,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Timbuktu,691,1/2/2024,classification,boardgamemechanic
Dice Rolling,Fighting Formations: Grossdeutschland Motorized Infantry Division,39217,1/2/2024,classification,boardgamemechanic
Grid Movement,Fighting Formations: Grossdeutschland Motorized Infantry Division,39217,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Fighting Formations: Grossdeutschland Motorized Infantry Division,39217,1/2/2024,classification,boardgamemechanic
Line of Sight,Fighting Formations: Grossdeutschland Motorized Infantry Division,39217,1/2/2024,classification,boardgamemechanic
Simulation,Fighting Formations: Grossdeutschland Motorized Infantry Division,39217,1/2/2024,classification,boardgamemechanic
Variable Phase Order,Fighting Formations: Grossdeutschland Motorized Infantry Division,39217,1/2/2024,classification,boardgamemechanic
Hand Management,Elevenses,144388,1/2/2024,classification,boardgamemechanic
Dice Rolling,Wizard,3463,1/2/2024,classification,boardgamemechanic
Grid Movement,Wizard,3463,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Wizard,3463,1/2/2024,classification,boardgamemechanic
Line of Sight,Wizard,3463,1/2/2024,classification,boardgamemechanic
Role Playing,Wizard,3463,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Wizard,3463,1/2/2024,classification,boardgamemechanic
Simulation,Wizard,3463,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Wizard,3463,1/2/2024,classification,boardgamemechanic
Grid Coverage,Spring Meadow,253684,1/2/2024,classification,boardgamemechanic
Pattern Building,Spring Meadow,253684,1/2/2024,classification,boardgamemechanic
Tile Placement,Spring Meadow,253684,1/2/2024,classification,boardgamemechanic
Cooperative Game,Exit: The Game – The Haunted Roller Coaster,269968,1/2/2024,classification,boardgamemechanic
Real-Time,Exit: The Game – The Haunted Roller Coaster,269968,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Income,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Loans,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Modular Board,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Set Collection,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Take That,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Turn Order: Auction,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Worker Placement with Dice Workers,Crystal Palace,280480,1/2/2024,classification,boardgamemechanic
Action Points,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Dice Rolling,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Grid Movement,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Map Reduction,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Memory,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Modular Board,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Take That,Survive: Escape from Atlantis!,2653,1/2/2024,classification,boardgamemechanic
Card Play Conflict Resolution,King of 12,302917,1/2/2024,classification,boardgamemechanic
Dice Rolling,King of 12,302917,1/2/2024,classification,boardgamemechanic
Score-and-Reset Game,King of 12,302917,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,King of 12,302917,1/2/2024,classification,boardgamemechanic
Push Your Luck,Nacht der Magier,19996,1/2/2024,classification,boardgamemechanic
Slide/Push,Nacht der Magier,19996,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Madeira,95527,1/2/2024,classification,boardgamemechanic
Dice Rolling,Madeira,95527,1/2/2024,classification,boardgamemechanic
Turn Order: Pass Order,Madeira,95527,1/2/2024,classification,boardgamemechanic
Turn Order: Stat-Based,Madeira,95527,1/2/2024,classification,boardgamemechanic
Worker Placement,Madeira,95527,1/2/2024,classification,boardgamemechanic
Worker Placement with Dice Workers,Madeira,95527,1/2/2024,classification,boardgamemechanic
Hand Management,Gang of Four,3085,1/2/2024,classification,boardgamemechanic
Ladder Climbing,Gang of Four,3085,1/2/2024,classification,boardgamemechanic
Set Collection,Gang of Four,3085,1/2/2024,classification,boardgamemechanic
Trick-taking,Gang of Four,3085,1/2/2024,classification,boardgamemechanic
Dice Rolling,The Enchanted Tower,130792,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,The Enchanted Tower,130792,1/2/2024,classification,boardgamemechanic
Cooperative Game,Shadowrun: Crossfire,135382,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Shadowrun: Crossfire,135382,1/2/2024,classification,boardgamemechanic
Legacy Game,Shadowrun: Crossfire,135382,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Shadowrun: Crossfire,135382,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Thunderstone Quest,215341,1/2/2024,classification,boardgamemechanic
Auction: Sealed Bid,Orongo,165556,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Orongo,165556,1/2/2024,classification,boardgamemechanic
Closed Economy Auction,Orongo,165556,1/2/2024,classification,boardgamemechanic
Connections,Orongo,165556,1/2/2024,classification,boardgamemechanic
Turn Order: Auction,Orongo,165556,1/2/2024,classification,boardgamemechanic
Cooperative Game,Yummy Yummy Monster Tummy,344254,1/2/2024,classification,boardgamemechanic
Hand Management,Yummy Yummy Monster Tummy,344254,1/2/2024,classification,boardgamemechanic
Matching,Yummy Yummy Monster Tummy,344254,1/2/2024,classification,boardgamemechanic
Push Your Luck,Yummy Yummy Monster Tummy,344254,1/2/2024,classification,boardgamemechanic
Mancala,Ostia,347767,1/2/2024,classification,boardgamemechanic
Cooperative Game,Zombicide: Green Horde,224710,1/2/2024,classification,boardgamemechanic
Dice Rolling,Zombicide: Green Horde,224710,1/2/2024,classification,boardgamemechanic
Modular Board,Zombicide: Green Horde,224710,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Zombicide: Green Horde,224710,1/2/2024,classification,boardgamemechanic
Modular Board,Mutant Meeples,109969,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Mutant Meeples,109969,1/2/2024,classification,boardgamemechanic
Drawing,Telestrations,46213,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Telestrations,46213,1/2/2024,classification,boardgamemechanic
Communication Limits,The Fox in the Forest Duet,288169,1/2/2024,classification,boardgamemechanic
Cooperative Game,The Fox in the Forest Duet,288169,1/2/2024,classification,boardgamemechanic
Hand Management,The Fox in the Forest Duet,288169,1/2/2024,classification,boardgamemechanic
Trick-taking,The Fox in the Forest Duet,288169,1/2/2024,classification,boardgamemechanic
Hand Management,Parade,56692,1/2/2024,classification,boardgamemechanic
Set Collection,Parade,56692,1/2/2024,classification,boardgamemechanic
Cooperative Game,Legendary Encounters: A Firefly Deck Building Game,195571,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Legendary Encounters: A Firefly Deck Building Game,195571,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Legendary Encounters: A Firefly Deck Building Game,195571,1/2/2024,classification,boardgamemechanic
Deduction,Love Letter,129622,1/2/2024,classification,boardgamemechanic
Hand Management,Love Letter,129622,1/2/2024,classification,boardgamemechanic
Player Elimination,Love Letter,129622,1/2/2024,classification,boardgamemechanic
Score-and-Reset Game,Love Letter,129622,1/2/2024,classification,boardgamemechanic
Take That,Love Letter,129622,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Karmaka,172552,1/2/2024,classification,boardgamemechanic
Hand Management,Karmaka,172552,1/2/2024,classification,boardgamemechanic
Open Drafting,Karmaka,172552,1/2/2024,classification,boardgamemechanic
Set Collection,Karmaka,172552,1/2/2024,classification,boardgamemechanic
Take That,Karmaka,172552,1/2/2024,classification,boardgamemechanic
Chit-Pull System,"Carthage: The First Punic War – The Ancient World, Vol. II",13855,1/2/2024,classification,boardgamemechanic
Dice Rolling,"Carthage: The First Punic War – The Ancient World, Vol. II",13855,1/2/2024,classification,boardgamemechanic
Hexagon Grid,"Carthage: The First Punic War – The Ancient World, Vol. II",13855,1/2/2024,classification,boardgamemechanic
Simulation,"Carthage: The First Punic War – The Ancient World, Vol. II",13855,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Funny Friends,16366,1/2/2024,classification,boardgamemechanic
Hand Management,Funny Friends,16366,1/2/2024,classification,boardgamemechanic
Open Drafting,Funny Friends,16366,1/2/2024,classification,boardgamemechanic
Simulation,Funny Friends,16366,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Happy Salmon,194626,1/2/2024,classification,boardgamemechanic
Dice Rolling,Runebound,9829,1/2/2024,classification,boardgamemechanic
Dice Rolling,War of 1812,1645,1/2/2024,classification,boardgamemechanic
Point to Point Movement,War of 1812,1645,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,War of 1812,1645,1/2/2024,classification,boardgamemechanic
Simulation,War of 1812,1645,1/2/2024,classification,boardgamemechanic
Drawing,Telestrations: 12 Player Party Pack,153016,1/2/2024,classification,boardgamemechanic
Line Drawing,Telestrations: 12 Player Party Pack,153016,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Telestrations: 12 Player Party Pack,153016,1/2/2024,classification,boardgamemechanic
Cooperative Game,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Dice Rolling,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Grid Movement,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Map Addition,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Modular Board,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Push Your Luck,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Role Playing,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Roles with Asymmetric Information,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Storytelling,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Team-Based Game,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Stars of Akarios,273910,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Undaunted: Normandy,268864,1/2/2024,classification,boardgamemechanic
Dice Rolling,Undaunted: Normandy,268864,1/2/2024,classification,boardgamemechanic
Hand Management,Undaunted: Normandy,268864,1/2/2024,classification,boardgamemechanic
Modular Board,Undaunted: Normandy,268864,1/2/2024,classification,boardgamemechanic
Open Drafting,Undaunted: Normandy,268864,1/2/2024,classification,boardgamemechanic
Simulation,Undaunted: Normandy,268864,1/2/2024,classification,boardgamemechanic
Network and Route Building,Jet Set,38872,1/2/2024,classification,boardgamemechanic
Open Drafting,Jet Set,38872,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Jet Set,38872,1/2/2024,classification,boardgamemechanic
Dice Rolling,Terrible Swift Sword: Battle of Gettysburg Game,3577,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Among Nobles,172584,1/2/2024,classification,boardgamemechanic
Auction: Dutch Priority,Jórvík,193739,1/2/2024,classification,boardgamemechanic
Open Drafting,Among Nobles,172584,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Medieval Academy,154386,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Zombicide: Green Horde,224710,1/2/2024,classification,boardgamemechanic
Contracts,On Mars,184267,1/2/2024,classification,boardgamemechanic
Delayed Purchase,On Mars,184267,1/2/2024,classification,boardgamemechanic
End Game Bonuses,On Mars,184267,1/2/2024,classification,boardgamemechanic
Hexagon Grid,On Mars,184267,1/2/2024,classification,boardgamemechanic
Income,On Mars,184267,1/2/2024,classification,boardgamemechanic
Movement Points,On Mars,184267,1/2/2024,classification,boardgamemechanic
Moving Multiple Units,On Mars,184267,1/2/2024,classification,boardgamemechanic
Set Collection,On Mars,184267,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,On Mars,184267,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,On Mars,184267,1/2/2024,classification,boardgamemechanic
Tile Placement,On Mars,184267,1/2/2024,classification,boardgamemechanic
Variable Phase Order,On Mars,184267,1/2/2024,classification,boardgamemechanic
Worker Placement,On Mars,184267,1/2/2024,classification,boardgamemechanic
Bingo,Super-Skill Pinball: 4-Cade,302524,1/2/2024,classification,boardgamemechanic
Dice Rolling,Super-Skill Pinball: 4-Cade,302524,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Super-Skill Pinball: 4-Cade,302524,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,Super-Skill Pinball: 4-Cade,302524,1/2/2024,classification,boardgamemechanic
Simulation,Super-Skill Pinball: 4-Cade,302524,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Super-Skill Pinball: 4-Cade,302524,1/2/2024,classification,boardgamemechanic
Contracts,Xenon Profiteer,176530,1/2/2024,classification,boardgamemechanic
