value,name,bgg_id,date,type,classification
Network and Route Building,Attika,8051,1/2/2024,classification,boardgamemechanic
Tile Placement,Attika,8051,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Metropolys,25568,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Metropolys,25568,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Queen's Architect,172547,1/2/2024,classification,boardgamemechanic
Rondel,Queen's Architect,172547,1/2/2024,classification,boardgamemechanic
Set Collection,Queen's Architect,172547,1/2/2024,classification,boardgamemechanic
Worker Placement,Queen's Architect,172547,1/2/2024,classification,boardgamemechanic
Push Your Luck,Aerion,267127,1/2/2024,classification,boardgamemechanic
Set Collection,Aerion,267127,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Aerion,267127,1/2/2024,classification,boardgamemechanic
Action Points,Tide of Iron,22825,1/2/2024,classification,boardgamemechanic
Pattern Building,Sequence,2375,1/2/2024,classification,boardgamemechanic
Take That,Sequence,2375,1/2/2024,classification,boardgamemechanic
Team-Based Game,Sequence,2375,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Shards of Infinity,244115,1/2/2024,classification,boardgamemechanic
Delayed Purchase,Shards of Infinity,244115,1/2/2024,classification,boardgamemechanic
Hand Management,Shards of Infinity,244115,1/2/2024,classification,boardgamemechanic
Open Drafting,Shards of Infinity,244115,1/2/2024,classification,boardgamemechanic
Take That,Shards of Infinity,244115,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Corrosion,344277,1/2/2024,classification,boardgamemechanic
Follow,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Hand Management,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Increase Value of Unchosen Resources,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Open Drafting,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Rondel,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Cooperative Game,SOS Dino,244320,1/2/2024,classification,boardgamemechanic
Tile Placement,SOS Dino,244320,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",The Tea Dragon Society Card Game,236709,1/2/2024,classification,boardgamemechanic
Delayed Purchase,The Tea Dragon Society Card Game,236709,1/2/2024,classification,boardgamemechanic
Open Drafting,The Tea Dragon Society Card Game,236709,1/2/2024,classification,boardgamemechanic
Push Your Luck,The Tea Dragon Society Card Game,236709,1/2/2024,classification,boardgamemechanic
Hand Management,Age of Industry,65901,1/2/2024,classification,boardgamemechanic
Loans,Age of Industry,65901,1/2/2024,classification,boardgamemechanic
Market,Age of Industry,65901,1/2/2024,classification,boardgamemechanic
Dice Rolling,Imperium Romanum II,1496,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Imperium Romanum II,1496,1/2/2024,classification,boardgamemechanic
Simulation,Imperium Romanum II,1496,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Argent: The Consortium,144797,1/2/2024,classification,boardgamemechanic
Modular Board,Argent: The Consortium,144797,1/2/2024,classification,boardgamemechanic
Take That,Argent: The Consortium,144797,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Argent: The Consortium,144797,1/2/2024,classification,boardgamemechanic
Worker Placement,Argent: The Consortium,144797,1/2/2024,classification,boardgamemechanic
"Worker Placement, Different Worker Types",Argent: The Consortium,144797,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Northgard: Uncharted Lands,274124,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,Northgard: Uncharted Lands,274124,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Northgard: Uncharted Lands,274124,1/2/2024,classification,boardgamemechanic
Dice Rolling,Northgard: Uncharted Lands,274124,1/2/2024,classification,boardgamemechanic
Modular Board,Northgard: Uncharted Lands,274124,1/2/2024,classification,boardgamemechanic
Tile Placement,Northgard: Uncharted Lands,274124,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Northgard: Uncharted Lands,274124,1/2/2024,classification,boardgamemechanic
Hand Management,Cutthroat Caverns,28259,1/2/2024,classification,boardgamemechanic
Kill Steal,Cutthroat Caverns,28259,1/2/2024,classification,boardgamemechanic
Player Elimination,Cutthroat Caverns,28259,1/2/2024,classification,boardgamemechanic
Semi-Cooperative Game,Cutthroat Caverns,28259,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Cutthroat Caverns,28259,1/2/2024,classification,boardgamemechanic
Take That,Cutthroat Caverns,28259,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Web of Power,491,1/2/2024,classification,boardgamemechanic
Hand Management,Web of Power,491,1/2/2024,classification,boardgamemechanic
Network and Route Building,Web of Power,491,1/2/2024,classification,boardgamemechanic
Open Drafting,Web of Power,491,1/2/2024,classification,boardgamemechanic
Closed Drafting,Best Treehouse Ever,171890,1/2/2024,classification,boardgamemechanic
Open Drafting,Best Treehouse Ever,171890,1/2/2024,classification,boardgamemechanic
Pattern Building,Best Treehouse Ever,171890,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Best Treehouse Ever,171890,1/2/2024,classification,boardgamemechanic
Tile Placement,Best Treehouse Ever,171890,1/2/2024,classification,boardgamemechanic
Action Points,Minecraft: Builders & Biomes,269603,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Fjords,15511,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,Divinare,118418,1/2/2024,classification,boardgamemechanic
Hand Management,Divinare,118418,1/2/2024,classification,boardgamemechanic
Memory,Divinare,118418,1/2/2024,classification,boardgamemechanic
Open Drafting,Divinare,118418,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Quartermaster General,159473,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,Quartermaster General,159473,1/2/2024,classification,boardgamemechanic
Hand Management,Quartermaster General,159473,1/2/2024,classification,boardgamemechanic
Team-Based Game,Quartermaster General,159473,1/2/2024,classification,boardgamemechanic
Dice Rolling,Under Falling Skies: A 9-Card Print-and-Play Game,273779,1/2/2024,classification,boardgamemechanic
Modular Board,Under Falling Skies: A 9-Card Print-and-Play Game,273779,1/2/2024,classification,boardgamemechanic
Re-rolling and Locking,Under Falling Skies: A 9-Card Print-and-Play Game,273779,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Under Falling Skies: A 9-Card Print-and-Play Game,273779,1/2/2024,classification,boardgamemechanic
Square Grid,Under Falling Skies: A 9-Card Print-and-Play Game,273779,1/2/2024,classification,boardgamemechanic
Worker Placement,Under Falling Skies: A 9-Card Print-and-Play Game,273779,1/2/2024,classification,boardgamemechanic
Worker Placement with Dice Workers,Under Falling Skies: A 9-Card Print-and-Play Game,273779,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Axis & Allies: Pacific 1940,55829,1/2/2024,classification,boardgamemechanic
Modular Board,Fields of Fire 2,139433,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Fields of Fire 2,139433,1/2/2024,classification,boardgamemechanic
Player Elimination,Mall of Horror,16772,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Mall of Horror,16772,1/2/2024,classification,boardgamemechanic
Voting,Mall of Horror,16772,1/2/2024,classification,boardgamemechanic
Action Points,Weather Machine,237179,1/2/2024,classification,boardgamemechanic
Set Collection,Weather Machine,237179,1/2/2024,classification,boardgamemechanic
Tile Placement,Weather Machine,237179,1/2/2024,classification,boardgamemechanic
Worker Placement,Weather Machine,237179,1/2/2024,classification,boardgamemechanic
Contracts,Yokohama,196340,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Yokohama,196340,1/2/2024,classification,boardgamemechanic
Grid Movement,Yokohama,196340,1/2/2024,classification,boardgamemechanic
Modular Board,Yokohama,196340,1/2/2024,classification,boardgamemechanic
Network and Route Building,Yokohama,196340,1/2/2024,classification,boardgamemechanic
Set Collection,Yokohama,196340,1/2/2024,classification,boardgamemechanic
Variable Set-up,Yokohama,196340,1/2/2024,classification,boardgamemechanic
Worker Placement,Yokohama,196340,1/2/2024,classification,boardgamemechanic
"Worker Placement, Different Worker Types",Yokohama,196340,1/2/2024,classification,boardgamemechanic
Dice Rolling,Tide of Iron,22825,1/2/2024,classification,boardgamemechanic
Hand Management,Tide of Iron,22825,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Tide of Iron,22825,1/2/2024,classification,boardgamemechanic
Modular Board,Tide of Iron,22825,1/2/2024,classification,boardgamemechanic
Team-Based Game,Tide of Iron,22825,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Puzzle Strike: Third Edition,123607,1/2/2024,classification,boardgamemechanic
Hand Management,Puzzle Strike: Third Edition,123607,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Puzzle Strike: Third Edition,123607,1/2/2024,classification,boardgamemechanic
Chaining,Fjords,15511,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Fjords,15511,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Fields of Fire 2,139433,1/2/2024,classification,boardgamemechanic
Open Drafting,Star Trek: Missions,347117,1/2/2024,classification,boardgamemechanic
Set Collection,Star Trek: Missions,347117,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Krazy Wordz,231962,1/2/2024,classification,boardgamemechanic
Hand Management,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Hidden Victory Points,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Map Deformation,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Modular Board,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Movement Points,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Marvel Dice Masters: The Amazing Spider-Man,177939,1/2/2024,classification,boardgamemechanic
Dice Rolling,Marvel Dice Masters: The Amazing Spider-Man,177939,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Marvel Dice Masters: The Amazing Spider-Man,177939,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Tanto Cuore: Oktoberfest,158130,1/2/2024,classification,boardgamemechanic
Hand Management,Tanto Cuore: Oktoberfest,158130,1/2/2024,classification,boardgamemechanic
Open Drafting,Tanto Cuore: Oktoberfest,158130,1/2/2024,classification,boardgamemechanic
Set Collection,Tanto Cuore: Oktoberfest,158130,1/2/2024,classification,boardgamemechanic
Hand Management,Disney Villainous: Despicable Plots,331050,1/2/2024,classification,boardgamemechanic
Take That,Disney Villainous: Despicable Plots,331050,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Disney Villainous: Despicable Plots,331050,1/2/2024,classification,boardgamemechanic
Action Points,Mythic Mischief,342894,1/2/2024,classification,boardgamemechanic
Grid Movement,Mythic Mischief,342894,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Mythic Mischief,342894,1/2/2024,classification,boardgamemechanic
Action Queue,Gizmos,246192,1/2/2024,classification,boardgamemechanic
Contracts,Gizmos,246192,1/2/2024,classification,boardgamemechanic
Open Drafting,Gizmos,246192,1/2/2024,classification,boardgamemechanic
Contracts,Tybor the Builder,234621,1/2/2024,classification,boardgamemechanic
Melding and Splaying,Tybor the Builder,234621,1/2/2024,classification,boardgamemechanic
Open Drafting,Tybor the Builder,234621,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Tybor the Builder,234621,1/2/2024,classification,boardgamemechanic
Set Collection,Tybor the Builder,234621,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Age of Empires III: The Age of Discovery,22545,1/2/2024,classification,boardgamemechanic
Set Collection,Age of Empires III: The Age of Discovery,22545,1/2/2024,classification,boardgamemechanic
Turn Order: Claim Action,Age of Empires III: The Age of Discovery,22545,1/2/2024,classification,boardgamemechanic
Worker Placement,Age of Empires III: The Age of Discovery,22545,1/2/2024,classification,boardgamemechanic
Network and Route Building,Age of Industry,65901,1/2/2024,classification,boardgamemechanic
Open Drafting,Age of Industry,65901,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Age of Industry,65901,1/2/2024,classification,boardgamemechanic
Hand Management,Verräter,72,1/2/2024,classification,boardgamemechanic
Modular Board,Verräter,72,1/2/2024,classification,boardgamemechanic
Open Drafting,Verräter,72,1/2/2024,classification,boardgamemechanic
Team-Based Game,Verräter,72,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Verräter,72,1/2/2024,classification,boardgamemechanic
Closed Drafting,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Grid Coverage,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Hidden Victory Points,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Income,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Open Drafting,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Pattern Building,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Set Collection,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Square Grid,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Tile Placement,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Turn Order: Stat-Based,The Isle of Cats,281259,1/2/2024,classification,boardgamemechanic
Network and Route Building,Spike,165876,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,Spike,165876,1/2/2024,classification,boardgamemechanic
Hand Management,Dance of Ibexes,13005,1/2/2024,classification,boardgamemechanic
Dice Rolling,Rolling America,180198,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Rolling America,180198,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Rolling America,180198,1/2/2024,classification,boardgamemechanic
Tile Placement,Stellar Conflict,179835,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Stellar Conflict,179835,1/2/2024,classification,boardgamemechanic
Action Points,Fire & Axe: A Viking Saga,12495,1/2/2024,classification,boardgamemechanic
