value,name,bgg_id,date,type,classification
Ancient,Rise of Empires,30658,1/2/2024,classification,boardgamecategory
Civilization,Rise of Empires,30658,1/2/2024,classification,boardgamecategory
Card Game,VENOM Assault,174802,1/2/2024,classification,boardgamecategory
Fighting,VENOM Assault,174802,1/2/2024,classification,boardgamecategory
Science Fiction,VENOM Assault,174802,1/2/2024,classification,boardgamecategory
Children's Game,Dragomino,300010,1/2/2024,classification,boardgamecategory
Fantasy,Dragomino,300010,1/2/2024,classification,boardgamecategory
Territory Building,Dragomino,300010,1/2/2024,classification,boardgamecategory
Action / Dexterity,Mini Kubb,130006,1/2/2024,classification,boardgamecategory
Card Game,11 nimmt!,63706,1/2/2024,classification,boardgamecategory
Number,11 nimmt!,63706,1/2/2024,classification,boardgamecategory
Ancient,Western Empires,267304,1/2/2024,classification,boardgamecategory
Civilization,Western Empires,267304,1/2/2024,classification,boardgamecategory
Economic,Western Empires,267304,1/2/2024,classification,boardgamecategory
Mythology,Western Empires,267304,1/2/2024,classification,boardgamecategory
Nautical,Western Empires,267304,1/2/2024,classification,boardgamecategory
Pirates,Western Empires,267304,1/2/2024,classification,boardgamecategory
Political,Western Empires,267304,1/2/2024,classification,boardgamecategory
Renaissance,Shakespeare,180511,1/2/2024,classification,boardgamecategory
Economic,Altiplano,234487,1/2/2024,classification,boardgamecategory
Civilization,Tawantinsuyu: The Inca Empire,306481,1/2/2024,classification,boardgamecategory
Economic,Tawantinsuyu: The Inca Empire,306481,1/2/2024,classification,boardgamecategory
Renaissance,Tawantinsuyu: The Inca Empire,306481,1/2/2024,classification,boardgamecategory
Card Game,Sundae Split,233974,1/2/2024,classification,boardgamecategory
Economic,Letter Tycoon,169147,1/2/2024,classification,boardgamecategory
Word Game,Letter Tycoon,169147,1/2/2024,classification,boardgamecategory
Bluffing,Dune,121,1/2/2024,classification,boardgamecategory
Fighting,Dune,121,1/2/2024,classification,boardgamecategory
Negotiation,Dune,121,1/2/2024,classification,boardgamecategory
Novel-based,Dune,121,1/2/2024,classification,boardgamecategory
Political,Dune,121,1/2/2024,classification,boardgamecategory
Science Fiction,Dune,121,1/2/2024,classification,boardgamecategory
Card Game,"Unmatched: Battle of Legends, Volume Two",335764,1/2/2024,classification,boardgamecategory
Fantasy,"Unmatched: Battle of Legends, Volume Two",335764,1/2/2024,classification,boardgamecategory
Fighting,"Unmatched: Battle of Legends, Volume Two",335764,1/2/2024,classification,boardgamecategory
Horror,"Unmatched: Battle of Legends, Volume Two",335764,1/2/2024,classification,boardgamecategory
Mythology,"Unmatched: Battle of Legends, Volume Two",335764,1/2/2024,classification,boardgamecategory
Novel-based,"Unmatched: Battle of Legends, Volume Two",335764,1/2/2024,classification,boardgamecategory
Economic,Paris Connection,75358,1/2/2024,classification,boardgamecategory
Trains,Paris Connection,75358,1/2/2024,classification,boardgamecategory
City Building,Subdivision,155173,1/2/2024,classification,boardgamecategory
Adventure,Western Legends,232405,1/2/2024,classification,boardgamecategory
American West,Western Legends,232405,1/2/2024,classification,boardgamecategory
Miniatures,Western Legends,232405,1/2/2024,classification,boardgamecategory
Civilization,Stellar Horizons,217990,1/2/2024,classification,boardgamecategory
Economic,Stellar Horizons,217990,1/2/2024,classification,boardgamecategory
Exploration,Stellar Horizons,217990,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Stellar Horizons,217990,1/2/2024,classification,boardgamecategory
Science Fiction,Stellar Horizons,217990,1/2/2024,classification,boardgamecategory
Space Exploration,Stellar Horizons,217990,1/2/2024,classification,boardgamecategory
Wargame,Stellar Horizons,217990,1/2/2024,classification,boardgamecategory
Fantasy,Dragon Pass,1720,1/2/2024,classification,boardgamecategory
Wargame,Dragon Pass,1720,1/2/2024,classification,boardgamecategory
City Building,New York,66190,1/2/2024,classification,boardgamecategory
Economic,Funkenschlag,12166,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Funkenschlag,12166,1/2/2024,classification,boardgamecategory
Renaissance,Tiletum,351913,1/2/2024,classification,boardgamecategory
Card Game,Crimson Company,249814,1/2/2024,classification,boardgamecategory
Fantasy,Crimson Company,249814,1/2/2024,classification,boardgamecategory
Medieval,Crimson Company,249814,1/2/2024,classification,boardgamecategory
Pirates,Crimson Company,249814,1/2/2024,classification,boardgamecategory
Print & Play,Crimson Company,249814,1/2/2024,classification,boardgamecategory
Economic,Sidereal Confluence,202426,1/2/2024,classification,boardgamecategory
Negotiation,Sidereal Confluence,202426,1/2/2024,classification,boardgamecategory
Real-time,Sidereal Confluence,202426,1/2/2024,classification,boardgamecategory
Science Fiction,Sidereal Confluence,202426,1/2/2024,classification,boardgamecategory
Space Exploration,Sidereal Confluence,202426,1/2/2024,classification,boardgamecategory
Deduction,Inkognito,466,1/2/2024,classification,boardgamecategory
Spies/Secret Agents,Inkognito,466,1/2/2024,classification,boardgamecategory
Ancient,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamecategory
City Building,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamecategory
Mythology,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamecategory
Territory Building,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamecategory
Card Game,Potato Man,137155,1/2/2024,classification,boardgamecategory
Fantasy,Castellion,143404,1/2/2024,classification,boardgamecategory
Puzzle,Castellion,143404,1/2/2024,classification,boardgamecategory
Card Game,Tiny Ninjas: Original,221599,1/2/2024,classification,boardgamecategory
Dice,Tiny Ninjas: Original,221599,1/2/2024,classification,boardgamecategory
Fighting,Tiny Ninjas: Original,221599,1/2/2024,classification,boardgamecategory
Bluffing,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamecategory
Card Game,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamecategory
Fan Expansion,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamecategory
Science Fiction,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamecategory
Action / Dexterity,Flick 'em Up!: Dead of Winter,207016,1/2/2024,classification,boardgamecategory
Fighting,Flick 'em Up!: Dead of Winter,207016,1/2/2024,classification,boardgamecategory
Horror,Flick 'em Up!: Dead of Winter,207016,1/2/2024,classification,boardgamecategory
Zombies,Flick 'em Up!: Dead of Winter,207016,1/2/2024,classification,boardgamecategory
Card Game,Infinity Gauntlet: A Love Letter Game,304285,1/2/2024,classification,boardgamecategory
Comic Book / Strip,Infinity Gauntlet: A Love Letter Game,304285,1/2/2024,classification,boardgamecategory
Deduction,Infinity Gauntlet: A Love Letter Game,304285,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Infinity Gauntlet: A Love Letter Game,304285,1/2/2024,classification,boardgamecategory
Age of Reason,Struggle of Empires,9625,1/2/2024,classification,boardgamecategory
Civilization,Struggle of Empires,9625,1/2/2024,classification,boardgamecategory
Fighting,Struggle of Empires,9625,1/2/2024,classification,boardgamecategory
Political,Struggle of Empires,9625,1/2/2024,classification,boardgamecategory
Territory Building,Struggle of Empires,9625,1/2/2024,classification,boardgamecategory
Action / Dexterity,Set & Match,270847,1/2/2024,classification,boardgamecategory
Sports,Set & Match,270847,1/2/2024,classification,boardgamecategory
Card Game,"1066, Tears to Many Mothers: The Battle of Hastings",155122,1/2/2024,classification,boardgamecategory
Medieval,"1066, Tears to Many Mothers: The Battle of Hastings",155122,1/2/2024,classification,boardgamecategory
Print & Play,"1066, Tears to Many Mothers: The Battle of Hastings",155122,1/2/2024,classification,boardgamecategory
Wargame,"1066, Tears to Many Mothers: The Battle of Hastings",155122,1/2/2024,classification,boardgamecategory
Card Game,1920 Wall Street,226255,1/2/2024,classification,boardgamecategory
Economic,1920 Wall Street,226255,1/2/2024,classification,boardgamecategory
Fantasy,Battles of Westeros,67492,1/2/2024,classification,boardgamecategory
Miniatures,Battles of Westeros,67492,1/2/2024,classification,boardgamecategory
Novel-based,Battles of Westeros,67492,1/2/2024,classification,boardgamecategory
Wargame,Battles of Westeros,67492,1/2/2024,classification,boardgamecategory
Ancient,Era of Tribes,196354,1/2/2024,classification,boardgamecategory
Civilization,Era of Tribes,196354,1/2/2024,classification,boardgamecategory
Environmental,Era of Tribes,196354,1/2/2024,classification,boardgamecategory
Medieval,Era of Tribes,196354,1/2/2024,classification,boardgamecategory
Wargame,Era of Tribes,196354,1/2/2024,classification,boardgamecategory
Card Game,Summoner Wars: Guild Dwarves vs Cave Goblins,82420,1/2/2024,classification,boardgamecategory
Fantasy,Summoner Wars: Guild Dwarves vs Cave Goblins,82420,1/2/2024,classification,boardgamecategory
Fighting,Summoner Wars: Guild Dwarves vs Cave Goblins,82420,1/2/2024,classification,boardgamecategory
Exploration,Endeavor: Age of Sail,233398,1/2/2024,classification,boardgamecategory
Nautical,Endeavor: Age of Sail,233398,1/2/2024,classification,boardgamecategory
Renaissance,Endeavor: Age of Sail,233398,1/2/2024,classification,boardgamecategory
Deduction,Stationfall,316624,1/2/2024,classification,boardgamecategory
Science Fiction,Stationfall,316624,1/2/2024,classification,boardgamecategory
City Building,Kaivai,20101,1/2/2024,classification,boardgamecategory
Civilization,Kaivai,20101,1/2/2024,classification,boardgamecategory
Economic,Kaivai,20101,1/2/2024,classification,boardgamecategory
Nautical,Kaivai,20101,1/2/2024,classification,boardgamecategory
Adventure,Mistfall,168274,1/2/2024,classification,boardgamecategory
Card Game,Mistfall,168274,1/2/2024,classification,boardgamecategory
Fantasy,Mistfall,168274,1/2/2024,classification,boardgamecategory
Bluffing,Complots,188188,1/2/2024,classification,boardgamecategory
Card Game,Complots,188188,1/2/2024,classification,boardgamecategory
Deduction,Complots,188188,1/2/2024,classification,boardgamecategory
Civilization,Galactic Emperor,27463,1/2/2024,classification,boardgamecategory
Science Fiction,Galactic Emperor,27463,1/2/2024,classification,boardgamecategory
Space Exploration,Galactic Emperor,27463,1/2/2024,classification,boardgamecategory
Wargame,Galactic Emperor,27463,1/2/2024,classification,boardgamecategory
Bluffing,VivaJava: The Coffee Game,103660,1/2/2024,classification,boardgamecategory
Economic,VivaJava: The Coffee Game,103660,1/2/2024,classification,boardgamecategory
Negotiation,VivaJava: The Coffee Game,103660,1/2/2024,classification,boardgamecategory
Adventure,Blackbeard,235,1/2/2024,classification,boardgamecategory
Age of Reason,Blackbeard,235,1/2/2024,classification,boardgamecategory
Nautical,Blackbeard,235,1/2/2024,classification,boardgamecategory
Pirates,Blackbeard,235,1/2/2024,classification,boardgamecategory
Wargame,Blackbeard,235,1/2/2024,classification,boardgamecategory
Animals,Cheeky Monkey,29773,1/2/2024,classification,boardgamecategory
Children's Game,Cheeky Monkey,29773,1/2/2024,classification,boardgamecategory
Card Game,Modern Art Card Game,40381,1/2/2024,classification,boardgamecategory
Card Game,Legendary: A James Bond Deck Building Game,285157,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Legendary: A James Bond Deck Building Game,285157,1/2/2024,classification,boardgamecategory
Spies/Secret Agents,Legendary: A James Bond Deck Building Game,285157,1/2/2024,classification,boardgamecategory
Card Game,For the King (and Me),333553,1/2/2024,classification,boardgamecategory
Book,Warhammer: The Game of Fantasy Battles (8th Edition),130552,1/2/2024,classification,boardgamecategory
Fantasy,Warhammer: The Game of Fantasy Battles (8th Edition),130552,1/2/2024,classification,boardgamecategory
Miniatures,Warhammer: The Game of Fantasy Battles (8th Edition),130552,1/2/2024,classification,boardgamecategory
Wargame,Warhammer: The Game of Fantasy Battles (8th Edition),130552,1/2/2024,classification,boardgamecategory
Ancient,Clash of Cultures: Monumental Edition,299659,1/2/2024,classification,boardgamecategory
City Building,Clash of Cultures: Monumental Edition,299659,1/2/2024,classification,boardgamecategory
Civilization,Clash of Cultures: Monumental Edition,299659,1/2/2024,classification,boardgamecategory
Economic,Clash of Cultures: Monumental Edition,299659,1/2/2024,classification,boardgamecategory
Territory Building,Clash of Cultures: Monumental Edition,299659,1/2/2024,classification,boardgamecategory
Farming,Santiago,8125,1/2/2024,classification,boardgamecategory
Negotiation,Santiago,8125,1/2/2024,classification,boardgamecategory
Action / Dexterity,Fireball Island,1768,1/2/2024,classification,boardgamecategory
Adventure,Fireball Island,1768,1/2/2024,classification,boardgamecategory
Children's Game,Fireball Island,1768,1/2/2024,classification,boardgamecategory
Card Game,London (Second Edition),236191,1/2/2024,classification,boardgamecategory
City Building,London (Second Edition),236191,1/2/2024,classification,boardgamecategory
Sports,Strat-O-Matic Baseball,2251,1/2/2024,classification,boardgamecategory
Party Game,Word on the Street,40990,1/2/2024,classification,boardgamecategory
Word Game,Word on the Street,40990,1/2/2024,classification,boardgamecategory
Age of Reason,Gonzaga,57163,1/2/2024,classification,boardgamecategory
City Building,Gonzaga,57163,1/2/2024,classification,boardgamecategory
Renaissance,Gonzaga,57163,1/2/2024,classification,boardgamecategory
Adventure,Archaeology: The Card Game,31105,1/2/2024,classification,boardgamecategory
Ancient,Archaeology: The Card Game,31105,1/2/2024,classification,boardgamecategory
Card Game,Archaeology: The Card Game,31105,1/2/2024,classification,boardgamecategory
Exploration,Archaeology: The Card Game,31105,1/2/2024,classification,boardgamecategory
Card Game,Great Wall of China,22198,1/2/2024,classification,boardgamecategory
Bluffing,Werewolf,925,1/2/2024,classification,boardgamecategory
Deduction,Werewolf,925,1/2/2024,classification,boardgamecategory
Horror,Werewolf,925,1/2/2024,classification,boardgamecategory
Murder/Mystery,Werewolf,925,1/2/2024,classification,boardgamecategory
Negotiation,Werewolf,925,1/2/2024,classification,boardgamecategory
Party Game,Werewolf,925,1/2/2024,classification,boardgamecategory
American West,Deadwood 1876,245197,1/2/2024,classification,boardgamecategory
Bluffing,Deadwood 1876,245197,1/2/2024,classification,boardgamecategory
Deduction,Deadwood 1876,245197,1/2/2024,classification,boardgamecategory
Dice,Deadwood 1876,245197,1/2/2024,classification,boardgamecategory
Party Game,Deadwood 1876,245197,1/2/2024,classification,boardgamecategory
Adventure,Kingdom Rush: Rift in Time,272533,1/2/2024,classification,boardgamecategory
